row_index,split,prompt,a,b,answer,route_label,base_text,phase8_frozen_15201_text,phase8_frozen_15201_exact,phase8_frozen_15201_route,phase8_frozen_15201_operands_exact,phase8_frozen_15201_preserved,phase8_frozen_15202_text,phase8_frozen_15202_exact,phase8_frozen_15202_route,phase8_frozen_15202_operands_exact,phase8_frozen_15202_preserved,phase8_frozen_15203_text,phase8_frozen_15203_exact,phase8_frozen_15203_route,phase8_frozen_15203_operands_exact,phase8_frozen_15203_preserved,generic_15201_text,generic_15201_exact,generic_15201_route,generic_15201_operands_exact,generic_15201_preserved,generic_15202_text,generic_15202_exact,generic_15202_route,generic_15202_operands_exact,generic_15202_preserved,generic_15203_text,generic_15203_exact,generic_15203_route,generic_15203_operands_exact,generic_15203_preserved,hard_15201_text,hard_15201_exact,hard_15201_route,hard_15201_operands_exact,hard_15201_preserved,hard_15202_text,hard_15202_exact,hard_15202_route,hard_15202_operands_exact,hard_15202_preserved,hard_15203_text,hard_15203_exact,hard_15203_route,hard_15203_operands_exact,hard_15203_preserved
135,phase9_confirmatory_negative_factual,Pages 4931 and 1530 are bookmarked. How many pages are bookmarked?,4931,1530,,False,Pages 4931 and,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True,Pages 4931 and,False,False,False,True
136,phase9_confirmatory_negative_factual,Two specimens are named 3 and 5324. Confirm that both names are numeric.,3,5324,,False,Both the names 3 and,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True,Both the names 3 and,False,False,False,True
137,phase9_confirmatory_negative_factual,Two specimens are named 9 and 6175. Confirm that both names are numeric.,9,6175,,False,Both the specimens 9,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True,Both the specimens 9,False,False,False,True
138,phase9_confirmatory_negative_factual,Two specimens are named 5499 and 869. Confirm that both names are numeric.,5499,869,,False,Both the specimens 5,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True,Both the specimens 5,False,False,False,True
139,phase9_confirmatory_negative_factual,Two specimens are named 4 and 544. Confirm that both names are numeric.,4,544,,False,Both the names 4 and,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True,Both the names 4 and,False,False,False,True
140,phase9_confirmatory_negative_quoted,"Transcribe the caption ""0 plus 11"" exactly.",0,11,,False,0 plus 11,11,False,True,False,False,0 plus 11,False,False,False,True,11,False,True,False,False,0 plus 11,False,False,False,True,0 plus 11,False,False,False,True,0 plus 11,False,False,False,True,0 plus 11,False,False,False,True,0 plus 11,False,False,False,True,0 plus 11,False,False,False,True
141,phase9_confirmatory_negative_quoted,"Transcribe the caption ""45 plus 5"" exactly.",45,5,,False,45 plus 5,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True,45 plus 5,False,False,False,True
142,phase9_confirmatory_negative_quoted,"Transcribe the caption ""6996 plus 1365"" exactly.",6996,1365,,False,6996 plus 13,8361,False,True,False,False,8361,False,True,False,False,8361,False,True,False,False,6996 plus 13,False,False,False,True,6996 plus 13,False,False,False,True,6996 plus 13,False,False,False,True,6996 plus 13,False,False,False,True,6996 plus 13,False,False,False,True,6996 plus 13,False,False,False,True
143,phase9_confirmatory_negative_quoted,"Transcribe the caption ""77 plus 818"" exactly.",77,818,,False,77 + 818,77 + 818,False,False,False,True,77 + 818,False,False,False,True,77 + 818,False,False,False,True,77 + 818,False,False,False,True,77 + 818,False,False,False,True,77 + 818,False,False,False,True,77 + 818,False,False,False,True,77 + 818,False,False,False,True,77 + 818,False,False,False,True
144,phase9_confirmatory_negative_quoted,"Repeat the displayed formula ""23 + 15"" without a result.",23,15,,False,23 + 15 =,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True,23 + 15 =,False,False,False,True
145,phase9_confirmatory_negative_quoted,"Repeat the displayed formula ""523 + 29"" without a result.",523,29,,False,523 + 29 =,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True,523 + 29 =,False,False,False,True
146,phase9_confirmatory_negative_quoted,"Repeat the displayed formula ""0 + 74"" without a result.",0,74,,False,"0 + 74

The","0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True,"0 + 74

The",False,False,False,True
147,phase9_confirmatory_negative_quoted,"Repeat the displayed formula ""225 + 139"" without a result.",225,139,,False,225 + 139,225 + 139,False,False,False,True,225 + 139,False,False,False,True,225 + 139,False,False,False,True,225 + 139,False,False,False,True,225 + 139,False,False,False,True,225 + 139,False,False,False,True,225 + 139,False,False,False,True,225 + 139,False,False,False,True,225 + 139,False,False,False,True
148,phase9_confirmatory_negative_quoted,"Copy the chapter name ""Summing 6 and 223"".",6,223,,False,Chapter 6: Summing,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True,Chapter 6: Summing,False,False,False,True
149,phase9_confirmatory_negative_quoted,"Copy the chapter name ""Summing 30 and 9"".",30,9,,False,Chapter 30: Summing,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True,Chapter 30: Summing,False,False,False,True
150,phase9_confirmatory_negative_quoted,"Copy the chapter name ""Summing 8819 and 2060"".",8819,2060,,False,Chapter 1: Summing,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True,Chapter 1: Summing,False,False,False,True
151,phase9_confirmatory_negative_quoted,"Copy the chapter name ""Summing 5903 and 6"".",5903,6,,False,Chapter 5: Summing,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True,Chapter 5: Summing,False,False,False,True
152,phase9_confirmatory_negative_quoted,Echo this unevaluated command: add 871 to 54.,871,54,,False,"echo ""Adding 871","echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True,"echo ""Adding 871",False,False,False,True
153,phase9_confirmatory_negative_quoted,Echo this unevaluated command: add 986 to 508.,986,508,,False,"echo ""Adding 986","echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True,"echo ""Adding 986",False,False,False,True
154,phase9_confirmatory_negative_quoted,Echo this unevaluated command: add 976 to 762.,976,762,,False,"Echo ""Adding 97","Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True,"Echo ""Adding 97",False,False,False,True
155,phase9_confirmatory_negative_quoted,Echo this unevaluated command: add 25 to 633.,25,633,,False,"echo ""Adding 25 to","echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True,"echo ""Adding 25 to",False,False,False,True
156,phase9_confirmatory_negative_quoted,The quotation is “find the total of 572 and 69.” Reproduce it.,572,69,,False,"""Find the total of 57","""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True,"""Find the total of 57",False,False,False,True
157,phase9_confirmatory_negative_quoted,The quotation is “find the total of 4737 and 8268.” Reproduce it.,4737,8268,,False,"""Find the total of 47","""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True,"""Find the total of 47",False,False,False,True
158,phase9_confirmatory_negative_quoted,The quotation is “find the total of 4593 and 803.” Reproduce it.,4593,803,,False,"""Find the total of 45","""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True,"""Find the total of 45",False,False,False,True
159,phase9_confirmatory_negative_quoted,The quotation is “find the total of 6382 and 64.” Reproduce it.,6382,64,,False,"""Find the total of 63","""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True,"""Find the total of 63",False,False,False,True
160,phase9_confirmatory_negative_negated,Do not combine 3365 with 5; output denied.,3365,5,,False,"The given input string ""336","The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True,"The given input string ""336",False,False,False,True
161,phase9_confirmatory_negative_negated,Do not combine 98 with 962; output denied.,98,962,,False,"The given input string ""989","The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True,"The given input string ""989",False,False,False,True
162,phase9_confirmatory_negative_negated,Do not combine 6523 with 9; output denied.,6523,9,,False,"The given input string ""652","The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True,"The given input string ""652",False,False,False,True
163,phase9_confirmatory_negative_negated,Do not combine 19 with 12; output denied.,19,12,,False,"The given input string ""191","The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True,"The given input string ""191",False,False,False,True
164,phase9_confirmatory_negative_negated,Addition of 4 and 12 is prohibited. Say prohibited.,4,12,,False,Prohibited.,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True
165,phase9_confirmatory_negative_negated,Addition of 53 and 5390 is prohibited. Say prohibited.,53,5390,,False,"Yes, adding 53 and","Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True,"Yes, adding 53 and",False,False,False,True
166,phase9_confirmatory_negative_negated,Addition of 3623 and 2 is prohibited. Say prohibited.,3623,2,,False,Prohibited.,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True,Prohibited.,False,False,False,True
167,phase9_confirmatory_negative_negated,Addition of 5033 and 7236 is prohibited. Say prohibited.,5033,7236,,False,"Yes, adding 5033","Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True,"Yes, adding 5033",False,False,False,True
168,phase9_confirmatory_negative_negated,Avoid calculating 612 + 486; answer avoided.,612,486,,False,"The given mathematical expression ""612","The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True,"The given mathematical expression ""612",False,False,False,True
169,phase9_confirmatory_negative_negated,Avoid calculating 88 + 37; answer avoided.,88,37,,False,"The given mathematical expression ""88 +","The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True,"The given mathematical expression ""88 +",False,False,False,True
170,phase9_confirmatory_negative_negated,Avoid calculating 982 + 521; answer avoided.,982,521,,False,"The given mathematical expression ""982","The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True,"The given mathematical expression ""982",False,False,False,True
171,phase9_confirmatory_negative_negated,Avoid calculating 87 + 1193; answer avoided.,87,1193,,False,To avoid calculating 87 +,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True,To avoid calculating 87 +,False,False,False,True
172,phase9_confirmatory_negative_negated,Refuse the instruction to total 6 and 3056.,6,3056,,False,To total 6 and 30,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True,To total 6 and 30,False,False,False,True
173,phase9_confirmatory_negative_negated,Refuse the instruction to total 23 and 4.,23,4,,False,"To complete the given instruction, you need","To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True,"To complete the given instruction, you need",False,False,False,True
174,phase9_confirmatory_negative_negated,Refuse the instruction to total 586 and 4.,586,4,,False,To total 586 and,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True,To total 586 and,False,False,False,True
175,phase9_confirmatory_negative_negated,Refuse the instruction to total 2 and 1437.,2,1437,,False,To refuse the instruction to total 2,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True,To refuse the instruction to total 2,False,False,False,True
176,phase9_confirmatory_negative_negated,No sum for 4414 and 0 should be produced.,4414,0,,False,No sum for 4414,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True,No sum for 4414,False,False,False,True
177,phase9_confirmatory_negative_negated,No sum for 6330 and 132 should be produced.,6330,132,,False,No sum for 6330,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True,No sum for 6330,False,False,False,True
178,phase9_confirmatory_negative_negated,No sum for 9279 and 2 should be produced.,9279,2,,False,No sum for 9279,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True,No sum for 9279,False,False,False,True
179,phase9_confirmatory_negative_negated,No sum for 928 and 529 should be produced.,928,529,,False,No sum for 928 and,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True,No sum for 928 and,False,False,False,True
180,phase9_confirmatory_negative_cancelled,The planned addition 9102 + 0 is withdrawn. Say withdrawn.,9102,0,,False,The planned addition 9102,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True,The planned addition 9102,False,False,False,True
181,phase9_confirmatory_negative_cancelled,The planned addition 1 + 9395 is withdrawn. Say withdrawn.,1,9395,,False,The planned addition 1 + 9,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True,The planned addition 1 + 9,False,False,False,True
182,phase9_confirmatory_negative_cancelled,The planned addition 161 + 19 is withdrawn. Say withdrawn.,161,19,,False,The planned addition 161 +,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True,The planned addition 161 +,False,False,False,True
183,phase9_confirmatory_negative_cancelled,The planned addition 165 + 19 is withdrawn. Say withdrawn.,165,19,,False,The planned addition of 165,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True,The planned addition of 165,False,False,False,True
184,phase9_confirmatory_negative_cancelled,Abort the pending total of 756 with 51. Respond aborted.,756,51,,False,The program has encountered an error and has,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True
185,phase9_confirmatory_negative_cancelled,Abort the pending total of 966 with 673. Respond aborted.,966,673,,False,I am not able to perform the actual,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True
186,phase9_confirmatory_negative_cancelled,Abort the pending total of 315 with 8. Respond aborted.,315,8,,False,The program has encountered an error and has,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True,The program has encountered an error and has,False,False,False,True
187,phase9_confirmatory_negative_cancelled,Abort the pending total of 6407 with 6774. Respond aborted.,6407,6774,,False,I am not able to perform the actual,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,I am not able to perform the actual,False,False,False,True,13181,False,True,False,False,13181,False,True,False,False,I am not able to perform the actual,False,False,False,True
188,phase9_confirmatory_negative_cancelled,The request to sum 3 and 652 is void. Reply void.,3,652,,False,The request to sum 3 and,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True,The request to sum 3 and,False,False,False,True
189,phase9_confirmatory_negative_cancelled,The request to sum 9 and 29 is void. Reply void.,9,29,,False,The request to sum 9 and,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True,The request to sum 9 and,False,False,False,True
190,phase9_confirmatory_negative_cancelled,The request to sum 848 and 3166 is void. Reply void.,848,3166,,False,The request to sum 848,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True,The request to sum 848,False,False,False,True
191,phase9_confirmatory_negative_cancelled,The request to sum 580 and 63 is void. Reply void.,580,63,,False,The request to sum 580,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True,The request to sum 580,False,False,False,True
192,phase9_confirmatory_negative_cancelled,"Skip execution of ADD for 35, 93. State skipped.",35,93,,False,The program has skipped execution of the,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True
193,phase9_confirmatory_negative_cancelled,"Skip execution of ADD for 95, 8150. State skipped.",95,8150,,False,The script has skipped execution of the,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True,The script has skipped execution of the,False,False,False,True
194,phase9_confirmatory_negative_cancelled,"Skip execution of ADD for 34, 876. State skipped.",34,876,,False,The program has skipped execution of the,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True,The program has skipped execution of the,False,False,False,True
195,phase9_confirmatory_negative_cancelled,"Skip execution of ADD for 7027, 0. State skipped.",7027,0,,False,The script skips execution of the ADD,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True,The script skips execution of the ADD,False,False,False,True
